feature,mean_shap,raw_feature
entire economy,0.0002633645297041736,text__entir economi
hide,0.0002634708318961181,text__hide
three decade,0.0002640027220650641,text__three decad
catherine,0.0002646921194392701,text__catherin
catherine cortez,0.0002646921194392701,text__catherin cortez
near bottom,0.00026495562212663015,text__near bottom
joint,0.00026505842544054703,text__joint
cost less,0.0002652381574321557,text__cost less
georgia one,0.00026614345700667295,text__georgia one
three people,0.0002662368560004875,text__three peopl
percent children,0.00026639825022670973,text__percent children
three four,0.0002664230802527478,text__three four
amendment,0.0002664747361746146,text__amend
americans household,0.0002679314582782368,text__american household
function,0.0002684514468028741,text__function
sales,0.00026846673787364486,text__sale
chain,0.00026860750053263826,text__chain
overseas,0.0002687874115264368,text__oversea
country higher,0.00026898329739201036,text__countri higher
americans spending,0.00026905622865513155,text__american spend
texas higher,0.0002691297889263814,text__texa higher
workers dont,0.000269332087044518,text__worker dont
still allow,0.0002693533326123351,text__still allow
says jeb,0.0002694542134067793,text__say jeb
conditions,0.0002699525075523335,text__condit
house,0.000270074921512012,text__hous
ron johnson,0.0002703162491901468,text__ron johnson
companies,0.00027052217912525324,text__compani
tell,0.0002712501036308756,text__tell
"Context: comments on NBC's ""Meet the Press""",0.0002715994049770747,"context__Context_comments on NBC's ""Meet the Press"""
obamacare could,0.0002717500056867287,text__obamacar could
average,0.00027181897566331046,text__averag
industry national,0.0002721738655294496,text__industri nation
pell grant,0.00027255269305594083,text__pell grant
would prevent,0.0002727259081740766,text__would prevent
covered cost,0.0002732218314034261,text__cover cost
state senate,0.0002737317010418465,text__state senat
weve created,0.0002740068187340835,text__weve creat
weve seen,0.0002741990942276385,text__weve seen
post,0.0002742368702922142,text__post
count,0.00027467914553187806,text__count
missile,0.00027631269362208546,text__missil
created net,0.00027637529131294646,text__creat net
lenders,0.00027649616246012233,text__lender
russia,0.0002765509253853967,text__russia
nearly percent,0.00027750476748789055,text__nearli percent
workforce,0.00027755224672532667,text__workforc
one lowest,0.0002777340109849792,text__one lowest
madison,0.00027781472900221746,text__madison
without background,0.0002778187893412796,text__without background
put forward,0.0002778339220307446,text__put forward
think,0.00027789689597965605,text__think
highly,0.0002779416420835382,text__highli
current state,0.00027796063609306017,text__current state
subcommittee,0.0002783533267249719,text__subcommitte
scholarship program,0.00027921463383262843,text__scholarship program
mccain said,0.00027961752666526816,text__mccain said
budget bill,0.00028031500252300557,text__budget bill
romney flip,0.00028058608663914707,text__romney flip
lost manufacturing,0.0002807425410000058,text__lost manufactur
make less,0.0002817560462155589,text__make less
percent americans,0.0002824985276041726,text__percent american
regime,0.0002828862979535817,text__regim
failure,0.0002839161262271573,text__failur
medicare pay,0.000284407394778013,text__medicar pay
medicare medicaid,0.00028446031954166087,text__medicar medicaid
Speaker's job title: Attorney General,0.00028460935745553025,job__Speaker's job title_Attorney General
net new,0.0002855298915249207,text__net new
year ago,0.00028553867691190696,text__year ago
decade ago,0.00028564529090602107,text__decad ago
today new,0.0002860614824751313,text__today new
permission,0.0002861122915514297,text__permiss
coal,0.0002863204388478341,text__coal
election democrats,0.0002868821386341737,text__elect democrat
spending million,0.00028699957724701865,text__spend million
second largest,0.0002873734302439399,text__second largest
parents,0.0002878617554688062,text__parent
duty,0.0002878993989967619,text__duti
massive,0.0002881450736553378,text__massiv
invaded iraq,0.00028844502138073314,text__invad iraq
quote,0.0002888064435208618,text__quot
started,0.0002889490013113322,text__start
drug program,0.00028948866002997573,text__drug program
would eliminate,0.00028948921235927565,text__would elimin
debt doubled,0.00028970240369760136,text__debt doubl
medical marijuana,0.0002898149560701178,text__medic marijuana
remain,0.0002902216007405718,text__remain
cost much,0.00029044852922962124,text__cost much
use taxpayers,0.0002906013596719865,text__use taxpay
children health,0.00029085162866965465,text__children health
Context: an advertisement,0.00029092654821358276,context__Context_an advertisement
State: Missouri,0.0002913602995071599,state__State_Missouri
support immigration,0.0002918829642800189,text__support immigr
suicide,0.000292505973906709,text__suicid
temporary,0.00029279434804577653,text__temporari
public sector,0.0002929705212712066,text__public sector
median,0.0002931652046288701,text__median
practice,0.0002932224111668707,text__practic
troops afghanistan,0.0002943424782019196,text__troop afghanistan
conversation,0.0002953088885928552,text__convers
Context: a press statement,0.0002953294452589672,context__Context_a press statement
Speaker's job title: U.S. Health and Human Services Secretary,0.0002953294452589672,job__Speaker's job title_U.S. Health and Human Services Secretary
Context: a speech in the Ohio Senate,0.0002953294452589672,context__Context_a speech in the Ohio Senate
Context: a presentation,0.0002953294452589672,context__Context_a presentation
"Context: a speech in Washington, D.C.",0.0002953294452589672,"context__Context_a speech in Washington, D.C."
Context: a speech at the Republican National Convention in Cleveland,0.0002953294452589672,context__Context_a speech at the Republican National Convention in Cleveland
tax spending,0.0002955772472554459,text__tax spend
war crime,0.0002957926894017468,text__war crime
carry,0.00029633452853299074,text__carri
doesnt guarantee,0.00029687831686466513,text__doesnt guarante
fertile,0.00029710108364424564,text__fertil
time history,0.00029741579475975723,text__time histori
promised,0.0002975407845418983,text__promis
bankruptcy,0.0002979868786225321,text__bankruptci
ninety percent,0.000298034155654244,text__nineti percent
allen voted,0.00029813744523443745,text__allen vote
nearly one,0.00029861141617086383,text__nearli one
press,0.00029954383006318425,text__press
bush tax,0.0002995687592875443,text__bush tax
since hes,0.0002998717335581633,text__sinc he
gov chris,0.00030137097772217814,text__gov chri
republican voted,0.0003050355771100995,text__republican vote
piece,0.00030577784600105195,text__piec
girls,0.00030625963053165404,text__girl
general assembly,0.0003064124735544359,text__gener assembl
tragedies,0.00030712456975566537,text__tragedi
jumped,0.00030719791214377907,text__jump
expand background,0.00030827316627406724,text__expand background
first year,0.0003086932072791319,text__first year
chinese,0.00030892160975086854,text__chines
built,0.00030894122839971366,text__built
dade,0.0003120604167547953,text__dade
among,0.0003125970791891969,text__among
economic recovery,0.0003131778900481398,text__econom recoveri
rate percent,0.00031319278006893616,text__rate percent
value home,0.000313513597112137,text__valu home
republican party,0.00031357961023095054,text__republican parti
seven state,0.0003138938955151239,text__seven state
presidential election,0.0003144147460817473,text__presidenti elect
contracts,0.0003145225877651065,text__contract
year state,0.00031482378689698555,text__year state
says mccain,0.0003149222340261218,text__say mccain
tommy,0.00031500509548755665,text__tommi
tommy thompson,0.00031500509548755665,text__tommi thompson
nearly two,0.00031513506597818263,text__nearli two
vet,0.00031576302092650623,text__vet
indiana,0.00031587902981293053,text__indiana
senate clinton,0.0003159318820104064,text__senat clinton
illegal immigration,0.00031623459155970306,text__illeg immigr
ninety,0.0003172964056857835,text__nineti
donald,0.0003185695665985731,text__donald
sooner,0.00031870596439125416,text__sooner
violent crime,0.0003187060087734057,text__violent crime
rick santorum,0.0003189174907356391,text__rick santorum
slash,0.0003194946118785938,text__slash
grand,0.00031988653699504584,text__grand
year business,0.0003201077895571759,text__year busi
one five,0.00032021799506580403,text__one five
fight,0.0003207302112162216,text__fight
perhaps,0.0003207997741312931,text__perhap
mid,0.00032081482087879283,text__mid
undocumented workers,0.0003213592612015741,text__undocu worker
child,0.0003218778504177656,text__child
Subject: gays-and-lesbians,0.00032242005194761474,subject__gays-and-lesbians
state get,0.0003224802154860682,text__state get
subsidies,0.00032264588007792887,text__subsidi
cleveland,0.00032272407225086765,text__cleveland
popular voted,0.000323165090097072,text__popular vote
around,0.000323885682644991,text__around
net worth,0.0003247454953835052,text__net worth
gov nathan,0.000325158128921311,text__gov nathan
make year,0.00032556290706607725,text__make year
property,0.00032574039787323336,text__properti
ayotte voted,0.0003261557219568295,text__ayott vote
county executive,0.00032680585739500786,text__counti execut
liberty,0.0003275577892876418,text__liberti
senate race,0.00032809232598657784,text__senat race
year budget,0.0003281850889991788,text__year budget
sick,0.00032890126732794243,text__sick
income growth,0.00032951202294786443,text__incom growth
rate since,0.0003296671350636957,text__rate sinc
obama percent,0.0003298566256326967,text__obama percent
country like,0.0003299678380690788,text__countri like
africa,0.0003300014898966434,text__africa
year paid,0.00033038548699321544,text__year paid
million deficit,0.00033097948668183244,text__million deficit
voted defund,0.00033108090081058377,text__vote defund
began,0.0003313644547048704,text__began
short,0.0003327273242580779,text__short
sixth,0.0003332872368264827,text__sixth
statehouse,0.00033340721900115177,text__statehous
city atlanta,0.0003335868381173063,text__citi atlanta
percent hispanic,0.00033484255987996456,text__percent hispan
influence,0.00033494429976141024,text__influenc
smallest,0.00033519470530311233,text__smallest
drunk driving,0.0003352802419127983,text__drunk drive
seen,0.00033678937397752564,text__seen
worse,0.00033792573726574253,text__wors
taxation,0.00033867788429050807,text__taxat
gun violence,0.0003386843172284226,text__gun violenc
members congress,0.0003391421051484582,text__member congress
tens million,0.0003394016808845649,text__ten million
people moved,0.00033956333130770233,text__peopl move
general election,0.0003405052680750386,text__gener elect
religious,0.00034059287238253396,text__religi
district,0.0003422232022377079,text__district
gun background,0.00034260293561907506,text__gun background
poland,0.000343020943860486,text__poland
says people,0.00034337382979127395,text__say peopl
pink,0.000343393631212831,text__pink
cut tax,0.00034448494748770287,text__cut tax
black children,0.00034461237664329874,text__black children
award,0.000344674606494046,text__award
apprehended,0.00034532600182013185,text__apprehend
manufacturing,0.00034532617387128143,text__manufactur
since recovery,0.00034576867482922927,text__sinc recoveri
says proposed,0.00034587386669594875,text__say propos
rate entire,0.00034663234983972927,text__rate entir
name,0.00034848766421474573,text__name
almost billion,0.00034906496936123544,text__almost billion
know,0.0003491983828161348,text__know
forward,0.00034957509940500205,text__forward
yet,0.0003499438671719035,text__yet
related,0.0003500000544442718,text__relat
anytime,0.00035018511120916745,text__anytim
vetoed,0.0003503114838816432,text__veto
santorum,0.00035076543319371924,text__santorum
pension funding,0.000351313336426482,text__pension fund
period,0.00035134337719941195,text__period
within,0.0003523628492062201,text__within
Speaker's job title: Small business owner,0.00035251707059168115,job__Speaker's job title_Small business owner
sell,0.00035383978042881163,text__sell
city,0.0003539833623694317,text__citi
system country,0.0003540565027596732,text__system countri
next,0.00035460361507051833,text__next
system one,0.0003550944734103656,text__system one
overwhelmingly,0.00035553265522995,text__overwhelmingli
mass shootings,0.0003560745242891553,text__mass shoot
trump,0.00035683299929150313,text__trump
annual,0.0003586429556369332,text__annual
dewine,0.0003595686325667941,text__dewin
stevens,0.0003601292528576344,text__steven
percent gdp,0.000360613556326229,text__percent gdp
dollars spent,0.00036062701353617595,text__dollar spent
harvard,0.0003609310906171587,text__harvard
dividend,0.0003617167995405577,text__dividend
moved texas,0.00036189214872064214,text__move texa
werent,0.00036248227805964363,text__werent
second highest,0.00036298355334237045,text__second highest
percent federal,0.00036309286845561143,text__percent feder
law says,0.00036336241659818476,text__law say
voters turnout,0.0003639974313694088,text__voter turnout
puerto,0.00036434337344127475,text__puerto
puerto rico,0.00036434337344127475,text__puerto rico
rico,0.00036434337344127475,text__rico
percent gun,0.0003649403276360383,text__percent gun
fifth,0.0003650948357144528,text__fifth
sports,0.0003657651118280666,text__sport
delivered billion,0.0003664120387205797,text__deliv billion
says paul,0.0003677400985668283,text__say paul
two decade,0.0003682500534752333,text__two decad
iron ore,0.0003692497272319575,text__iron ore
ore mine,0.0003692497272319575,text__ore mine
Subject: unions,0.0003694504387295414,subject__unions
havent,0.00036953739259283554,text__havent
youre like,0.00036989767326448263,text__your like
public university,0.00037017395084403205,text__public univers
past year,0.0003704203322316926,text__past year
courage,0.00037051307534271855,text__courag
colleagues,0.00037110234698937663,text__colleagu
failed,0.00037173832693776374,text__fail
year federal,0.00037387051135084567,text__year feder
Speaker's job title: Columnist for the New York Times,0.00037629181686511175,job__Speaker's job title_Columnist for the New York Times
make decision,0.0003763795768486655,text__make decis
says federal,0.0003772321776233035,text__say feder
turn,0.0003777049320440409,text__turn
photo id,0.0003780113065344504,text__photo id
libya,0.0003785824896313743,text__libya
gallon,0.0003800056299875821,text__gallon
twice many,0.0003816574474803403,text__twice mani
federal income,0.0003820383596383539,text__feder incom
Party: journalist,0.0003822044958396989,party__Party_journalist
assault weapons,0.0003822897230317033,text__assault weapon
lemieux,0.0003824215773715635,text__lemieux
george lemieux,0.0003824215773715635,text__georg lemieux
people actually,0.0003826584697067335,text__peopl actual
donald trump,0.000382993102955173,text__donald trump
bags,0.0003835193313796609,text__bag
sanders voted,0.00038388764283658417,text__sander vote
transit,0.0003844798194945606,text__transit
rate enrolled,0.00038471554648727903,text__rate enrol
cooper,0.0003852713980117378,text__cooper
behalf,0.0003853955630649545,text__behalf
mess,0.0003857251137876417,text__mess
public education,0.00038593727344402316,text__public educ
missed,0.000386455128277924,text__miss
two three,0.0003872275844997983,text__two three
says david,0.0003876380869292257,text__say david
stadium,0.00038810722078259696,text__stadium
minority,0.0003900286663581062,text__minor
else,0.0003901779385550139,text__els
twenty,0.0003906239043882135,text__twenti
household,0.0003907662261926803,text__household
university students,0.0003911494841922082,text__univers student
fox,0.0003912407531936933,text__fox
incarceration,0.0003912488721659852,text__incarcer
faster rate,0.0003912937326562169,text__faster rate
anywhere else,0.00039157250360208513,text__anywher els
spending next,0.0003920368475612957,text__spend next
slavery,0.00039252021542495114,text__slaveri
weapons mass,0.00039287481949475605,text__weapon mass
mass destruction,0.00039287481949475605,text__mass destruct
fracking,0.0003928770690517411,text__frack
three week,0.0003930470485634867,text__three week
mortgage,0.0003939730757020311,text__mortgag
Context: an ad,0.0003941164562723885,context__Context_an ad
capacity,0.00039544256477608953,text__capac
eighty percent,0.0003954660605685827,text__eighti percent
phone called,0.0003957412558077255,text__phone call
added jobs,0.0003963579174744404,text__ad job
marijuana,0.00039681825792215424,text__marijuana
also,0.0003969226368548875,text__also
three months,0.00039732516566737036,text__three month
kids,0.0003990265995599902,text__kid
country,0.000400983062802778,text__countri
one million,0.0004010270215482611,text__one million
middle income,0.0004011459715038039,text__middl incom
new government,0.0004022134501597033,text__new govern
attracted,0.000402600989198281,text__attract
says national,0.00040282310406763257,text__say nation
Context: a news release,0.00040336646678686003,context__Context_a news release
average families,0.00040444695646995764,text__averag famili
solely,0.0004050857393102148,text__sole
college graduation,0.0004053227313861037,text__colleg graduat
college students,0.00040591903127875365,text__colleg student
reagan raise,0.00040635381078163625,text__reagan rais
obama declared,0.00040697906021267157,text__obama declar
original,0.000407093738640028,text__origin
jobs months,0.000407290292573189,text__job month
Context: a news conference.,0.000407399107465612,context__Context_a news conference.
applicants,0.00040764827981854386,text__applic
across country,0.0004080254849785849,text__across countri
percent budget,0.0004082754942772068,text__percent budget
best,0.0004096337771374626,text__best
state since,0.00040974402688752495,text__state sinc
johnson,0.0004099296135060331,text__johnson
dropout,0.0004101298412431541,text__dropout
funding education,0.0004124436332636575,text__fund educ
reproductive health,0.0004140073385975605,text__reproduct health
jobs,0.0004141726764437859,text__job
labeled,0.0004150996795228763,text__label
gains tax,0.00041578233292162035,text__gain tax
capital gains,0.00041578233292162035,text__capit gain
bought,0.0004160988789555209,text__bought
six months,0.00041623904788966846,text__six month
support gay,0.0004162644406186393,text__support gay
petition,0.0004171505840484077,text__petit
budget office,0.00041791141033931995,text__budget offic
congressional budget,0.00041791141033931995,text__congression budget
gasoline,0.0004182112041671159,text__gasolin
tax burden,0.0004182478164803456,text__tax burden
indicted,0.0004187749189312888,text__indict
mistake,0.00041945107513048706,text__mistak
wiped,0.0004196927720505517,text__wipe
pace,0.00041982140862591963,text__pace
advocated,0.000421191726942138,text__advoc
country world,0.00042138334777990465,text__countri world
year half,0.0004225431609506308,text__year half
electric bill,0.0004233055594468461,text__electr bill
rate country,0.00042422958504543515,text__rate countri
dropped percent,0.0004248174922354482,text__drop percent
proud,0.00042482937488529186,text__proud
became governor,0.0004267107292403035,text__becam governor
february,0.00042716920238589193,text__februari
central,0.000427352963249447,text__central
state tax,0.000428917555318797,text__state tax
one voted,0.0004293971326649401,text__one vote
says work,0.00043002913492372975,text__say work
something,0.0004306734879745853,text__someth
tax millionaires,0.0004319691532213643,text__tax millionair
speed,0.0004319758932596104,text__speed
use verify,0.00043199445028907734,text__use verifi
says opponent,0.00043204486404519875,text__say oppon
State: Massachusetts,0.00043259287495084857,state__State_Massachusetts
Context: an e-mail message,0.00043294064268973014,context__Context_an e-mail message
Party: business-leader,0.00043294064268973014,party__Party_business-leader
ultimately,0.00043314731458840507,text__ultim
says students,0.00043438957080172384,text__say student
committed suicide,0.0004344917700247317,text__commit suicid
concealed,0.00043568526872506244,text__conceal
uber,0.00043580590357011136,text__uber
spot,0.0004363753152133862,text__spot
assets,0.0004414707719403392,text__asset
anywhere,0.0004421425887862853,text__anywher
Party: labor-leader,0.00044220557402501685,party__Party_labor-leader
concluded,0.0004450191838610523,text__conclud
save created,0.00044514259745991573,text__save creat
young girls,0.0004453418886640121,text__young girl
romney said,0.0004476278847010589,text__romney said
carly,0.0004476755356753076,text__carli
carly fiorina,0.0004476755356753076,text__carli fiorina
fraud,0.0004481915169064502,text__fraud
owned gun,0.00044854622702418127,text__own gun
general,0.0004500503604645114,text__gener
poorest,0.000450141262294259,text__poorest
percent average,0.00045029964690684887,text__percent averag
regulations abortion,0.00045049345121676415,text__regul abort
catholic,0.00045132391534942007,text__cathol
soar,0.00045220861868937204,text__soar
Context: a campaign commercial,0.00045245278726143036,context__Context_a campaign commercial
iraq,0.00045327787669427466,text__iraq
Context: a letter.,0.00045371199889918085,context__Context_a letter.
Speaker's job title: Former legislator and U.S. House member,0.00045371199889918085,job__Speaker's job title_Former legislator and U.S. House member
quarter,0.00045399829038268876,text__quarter
scott brown,0.0004541168779240122,text__scott brown
low,0.00045516649894833427,text__low
golf,0.0004555491522892962,text__golf
income earners,0.000456454778587159,text__incom earner
mike pence,0.000457193550911277,text__mike penc
additional,0.0004591926610058247,text__addit
scores,0.0004608883027446827,text__score
Context: a television interview,0.0004621530780827727,context__Context_a television interview
pledge,0.0004631273017021962,text__pledg
capita,0.0004632863161238394,text__capita
per capita,0.0004632863161238394,text__per capita
senate,0.0004638655493323196,text__senat
deposit,0.0004639175917354742,text__deposit
wealthy,0.00046437928558102563,text__wealthi
code,0.0004648852498774579,text__code
china,0.00046636211045796206,text__china
deficit,0.000466718894333494,text__deficit
gas tax,0.00046715304662145723,text__ga tax
Context: an interview,0.00046821650538161506,context__Context_an interview
says tax,0.0004683795659521014,text__say tax
town hall,0.00046868116463767077,text__town hall
hall meet,0.00046868116463767077,text__hall meet
new mexico,0.0004686854268023762,text__new mexico
Context: a speech at the Republican convention,0.0004691734270039172,context__Context_a speech at the Republican convention
Speaker's job title: Wisconsin Assembly speaker,0.0004691734270039172,job__Speaker's job title_Wisconsin Assembly speaker
tax tax,0.0004695065380710404,text__tax tax
highest national,0.0004695380335176371,text__highest nation
georgians,0.00047024296844641275,text__georgian
passed one,0.00047079441318770494,text__pass one
drinking,0.00047286825937242603,text__drink
raise tax,0.0004729881091611802,text__rais tax
steve,0.0004729902397684028,text__steve
state wisconsin,0.00047319014743089775,text__state wisconsin
waiting,0.00047401009659051344,text__wait
rd,0.0004750591950564442,text__rd
says romney,0.0004750705482897621,text__say romney
one man,0.000475639872138865,text__one man
efforts,0.0004772546332766188,text__effort
mental health,0.00047841195125149954,text__mental health
volunteer,0.00048139799663836336,text__volunt
close,0.0004814801538360757,text__close
poverty rate,0.00048522479251918713,text__poverti rate
americans dont,0.000486275362814061,text__american dont
department,0.0004880311886416032,text__depart
camera,0.0004888060510642374,text__camera
Subject: financial-regulation,0.0004889739614909594,subject__financial-regulation
compared,0.0004892569762859766,text__compar
immediately,0.0004903858655484381,text__immedi
raise debt,0.0004906944583330828,text__rais debt
lifetime,0.0004913647657612915,text__lifetim
occurred,0.0004915258006598451,text__occur
hard,0.0004944699636845781,text__hard
iran,0.0004956623808481803,text__iran
right work,0.000495675970875785,text__right work
led national,0.0004958264136701113,text__led nation
point,0.0004963832766041869,text__point
live poverty,0.0004998935720893438,text__live poverti
tape,0.0005007562574359895,text__tape
payday loan,0.0005012952949915528,text__payday loan
Subject: county-budget,0.0005046405832861544,subject__county-budget
provide million,0.0005046730725927053,text__provid million
firearms,0.0005059816852399358,text__firearm
says republican,0.0005080429245484299,text__say republican
force,0.0005101114370351515,text__forc
population,0.0005119302454299731,text__popul
plastic,0.0005126947551496011,text__plastic
reduce number,0.0005128552924634772,text__reduc number
fox news,0.0005135330239484281,text__fox news
tax cut,0.0005140396946753164,text__tax cut
koch,0.0005141875161065412,text__koch
dead last,0.0005151035747920519,text__dead last
change law,0.000516849058425683,text__chang law
offshore drilling,0.0005172578877815226,text__offshor drill
bar,0.0005175377688236413,text__bar
court justice,0.0005185023462974416,text__court justic
graduation college,0.0005185971962209887,text__graduat colleg
people health,0.0005190955903978568,text__peopl health
law,0.0005197600686838793,text__law
keystone,0.0005197902942327123,text__keyston
bill nelson,0.000519863658931748,text__bill nelson
born today,0.0005200464682239509,text__born today
roughly percent,0.0005209326176560786,text__roughli percent
says percent,0.0005214426961965444,text__say percent
amount,0.0005215020255693011,text__amount
mind,0.0005215337400552526,text__mind
abc,0.0005221188284660978,text__abc
much,0.0005225345423895929,text__much
fbi,0.0005227706056132204,text__fbi
Context: a Web video,0.0005237106991188478,context__Context_a Web video
Context: a tweet,0.0005250017097632397,context__Context_a tweet
undocumented,0.0005263091421932876,text__undocu
eric,0.0005263936730555855,text__eric
violent criminal,0.0005283669718550994,text__violent crimin
owe,0.0005285434793391856,text__owe
considerably,0.0005294092086562042,text__consider
lower,0.0005295861363191859,text__lower
texas highest,0.0005305165415600911,text__texa highest
nearly,0.000531047865654031,text__nearli
lowest,0.0005320275495889508,text__lowest
Context: a radio ad,0.0005337801859179584,context__Context_a radio ad
fastest growing,0.0005350465148798288,text__fastest grow
led,0.0005351948616700964,text__led
three year,0.0005362788605278022,text__three year
plummeted,0.0005363136258188702,text__plummet
officials,0.0005366137059184982,text__offici
buono,0.0005430542182328441,text__buono
nobody,0.0005432338761947803,text__nobodi
risen percent,0.0005436510016520001,text__risen percent
among state,0.0005443399897629363,text__among state
credit card,0.0005445958020731438,text__credit card
ethanol,0.0005468069483775686,text__ethanol
wants going,0.0005469006190415922,text__want go
Speaker's job title: Madison school board member,0.0005471544518605459,job__Speaker's job title_Madison school board member
students today,0.0005472853084631222,text__student today
dog,0.0005487589333168062,text__dog
full,0.0005488199988182451,text__full
every,0.0005494641668534871,text__everi
instances,0.0005495970565725629,text__instanc
automobile,0.0005507799065637823,text__automobil
clinton,0.0005510502707738391,text__clinton
two months,0.0005538687422260228,text__two month
democrats health,0.000556439567475222,text__democrat health
fiscal,0.0005565830895215468,text__fiscal
outlaw,0.0005593044345016618,text__outlaw
jobs loss,0.0005615900521258482,text__job loss
Context: a video posted on YouTube,0.0005622495656087397,context__Context_a video posted on YouTube
Context: a campaign speech,0.0005633396369913622,context__Context_a campaign speech
Context: a speech on the Senate floor,0.0005634421479220275,context__Context_a speech on the Senate floor
"Context: an interview on CBS' ""Face the Nation""",0.0005666566268712979,"context__Context_an interview on CBS' ""Face the Nation"""
crime rate,0.0005668160787560135,text__crime rate
pill,0.000567612052190581,text__pill
largest,0.0005682955604522542,text__largest
world,0.0005685782011465723,text__world
proposed tax,0.0005711646421035071,text__propos tax
unconstitutional,0.0005716616102696178,text__unconstitut
ahead,0.0005727536476554467,text__ahead
jobs today,0.0005739736724163585,text__job today
rate year,0.0005751052760986704,text__rate year
four time,0.0005757612522655578,text__four time
near,0.0005764152864113606,text__near
hes,0.000578656118719541,text__he
spending tax,0.0005796664306561099,text__spend tax
introduced bill,0.0005804916617194694,text__introduc bill
Context: a presidential debate,0.0005818530964271655,context__Context_a presidential debate
development country,0.0005821307327081026,text__develop countri
jobs created,0.0005827539925479234,text__job creat
Context: a press conference.,0.0005855621051842366,context__Context_a press conference.
Speaker's job title: Assemblywoman,0.0005855621051842366,job__Speaker's job title_Assemblywoman
cruz,0.0005873461444451014,text__cruz
share national,0.0005884714077245533,text__share nation
seven,0.0005906332449674795,text__seven
"Speaker's job title: Chief Executive Officer, Points of Light Foundation",0.0005906588905179344,"job__Speaker's job title_Chief Executive Officer, Points of Light Foundation"
Speaker's job title: 8th District congressional candidate,0.0005906588905179344,job__Speaker's job title_8th District congressional candidate
percent voted,0.0005950702117784016,text__percent vote
oil product,0.0005963310763577708,text__oil product
loan,0.0005976359071824887,text__loan
institutions,0.000598716078818121,text__institut
Context: an op-ed,0.0005997197221429324,context__Context_an op-ed
exceeded,0.0006017796525403166,text__exceed
enough,0.0006021460006808798,text__enough
access health,0.000602883588385346,text__access health
oil gas,0.0006039073894870971,text__oil ga
ted cruz,0.0006059923769621144,text__ted cruz
nelson voted,0.0006074527457038525,text__nelson vote
uninsured,0.0006074759510575007,text__uninsur
conference,0.0006078534900063212,text__confer
virtually every,0.000608917104006382,text__virtual everi
surpluses,0.0006106498493483834,text__surplus
quite,0.0006109800428653643,text__quit
aimed,0.0006119645064270599,text__aim
superior,0.0006128594071221079,text__superior
metro,0.0006137742942789204,text__metro
americans percent,0.0006154025054693154,text__american percent
cut,0.0006167694220341061,text__cut
soon,0.0006176166198448097,text__soon
memphis,0.0006220782388121421,text__memphi
hispanic,0.0006239362892124677,text__hispan
sharia law,0.0006245443324888235,text__sharia law
could,0.0006264794115774758,text__could
strategy,0.0006268100883884237,text__strategi
republican,0.0006284161460217664,text__republican
recent,0.0006293685344314418,text__recent
abiding,0.0006304249673292084,text__abid
gdp,0.0006311891312604837,text__gdp
fiscal year,0.0006312601718962012,text__fiscal year
Speaker's job title: Lieutenant governor-elect,0.0006314294364579975,job__Speaker's job title_Lieutenant governor-elect
americans history,0.0006327169661054773,text__american histori
nine,0.000633187193545437,text__nine
bottom,0.000637645901031121,text__bottom
per week,0.0006376565969370757,text__per week
self,0.0006376900596606617,text__self
plastic bags,0.0006391092663811682,text__plastic bag
Context: a commentary in The Providence Journal,0.0006399920294352232,context__Context_a commentary in The Providence Journal
care plan,0.000642810824469806,text__care plan
medical,0.0006453746786626228,text__medic
Subject: food-safety,0.0006482612330070854,subject__food-safety
oversight,0.0006483101722655119,text__oversight
says john,0.0006521728617829201,text__say john
eight,0.0006525214705078173,text__eight
space,0.0006567142160027896,text__space
percent democrats,0.000659578144883624,text__percent democrat
Subject: job-accomplishments,0.000660055045194984,subject__job-accomplishments
loss,0.0006619672295541698,text__loss
school district,0.0006651302523946519,text__school district
medicare prescription,0.0006665908370785479,text__medicar prescript
says state,0.0006671291231305261,text__say state
fastest,0.0006692405038751574,text__fastest
history,0.0006708668413606734,text__histori
said,0.0006714434499846193,text__said
send,0.0006742078667640297,text__send
government,0.00067481950785653,text__govern
combined,0.0006760567918076276,text__combin
billion worth,0.0006769472519112436,text__billion worth
Subject: transportation,0.0006819424224218229,subject__transportation
buried,0.0006843222861656103,text__buri
ago,0.0006858969763174055,text__ago
line pocket,0.0006861843525995197,text__line pocket
unemployment insurance,0.0006894609027242216,text__unemploy insur
ranks,0.0006902574037345824,text__rank
collective,0.0006922945170946393,text__collect
gov scott,0.0006935623663166901,text__gov scott
half million,0.0006940341178365985,text__half million
billion cost,0.000694259851844927,text__billion cost
labor force,0.0006945646939274582,text__labor forc
fortune,0.0006961598073608518,text__fortun
ted kennedy,0.0006963944050264772,text__ted kennedi
burden,0.0006966896660921848,text__burden
violence,0.0006983000371483123,text__violenc
Context: a newspaper commentary,0.0006985067331563538,context__Context_a newspaper commentary
Party: county-commissioner,0.0006985067331563538,party__Party_county-commissioner
Party: government-body,0.0006985067331563538,party__Party_government-body
Speaker's job title: gubernatorial candidate,0.0006985067331563552,job__Speaker's job title_gubernatorial candidate
Context: an op-ed article,0.0006985067331563552,context__Context_an op-ed article
Context: news release,0.0006985067331563552,context__Context_news release
"Speaker's job title: Co-host of CNN's ""Crossfire""",0.0006985067331563552,"job__Speaker's job title_Co-host of CNN's ""Crossfire"""
Context: press conference,0.0006985067331563552,context__Context_press conference
Context: a convention speech,0.0006985067331563552,context__Context_a convention speech
